student_id,registration_number,name,semester,course,attendance_percentage,previous_cgpa,study_hours_per_day,assignments_completed,extracurricular_activities,performance_category,Do I have any backlogs?
"STU0895","231FA04895","Sreeja Mehta",4,"B.Tech Computer Science",71.97,9.19,3.4,66,7,"Average","No"
"STU0896","231FA04896","Tejas Mehta",7,"B.Tech Computer Science",98.42,8.61,6.8,67,7,"Good","No"
"STU0897","231FA04897","Varshitha Mehta",7,"B.Tech Information Technology",58.85,9.03,7.1,91,6,"Needs Improvement","No"
"STU0898","231FA04898","Vikram Mehta",7,"B.Tech Information Technology",64.8,8.26,5.5,99,6,"Needs Improvement","No"
"STU0899","231FA04899","Yash Mehta",7,"B.Tech Information Technology",68.74,7.57,5.1,55,2,"Needs Improvement","Yes"
"STU0900","231FA04900","Yamini Mehta",2,"B.Tech AI & Data Science",97.76,8.93,1.6,42,7,"Good","Yes"
"STU0901","231FA04901","Aadhya Mishra",2,"B.Tech AI & Data Science",78.22,8.08,5.8,40,1,"Good","No"
"STU0902","231FA04902","Aarav Mishra",1,"B.Tech Information Technology",87.26,6.33,6.5,49,7,"Average","Yes"
"STU0903","231FA04903","Aarohi Mishra",5,"B.Tech Information Technology",83.53,8.01,6.2,86,6,"Good","No"
"STU0904","231FA04904","Abhinav Mishra",6,"B.Tech Computer Science",93.86,5.65,5.6,75,5,"Needs Improvement","No"
"STU0905","231FA04905","Aditya Mishra",2,"B.Tech Information Technology",56.71,9.65,7.8,47,4,"Needs Improvement","Yes"
"STU0906","231FA04906","Akanksha Mishra",3,"B.Tech AI & Data Science",86.16,6.84,1.4,70,5,"Average","No"
"STU0907","231FA04907","Akhil Mishra",1,"B.Tech AI & Data Science",93.18,6.17,5.3,84,5,"Average","No"
"STU0908","231FA04908","Akshara Mishra",7,"B.Tech Information Technology",80.9,5.56,4.1,49,8,"Needs Improvement","Yes"
"STU0909","231FA04909","Ananya Mishra",4,"B.Tech Computer Science",91.67,9.15,8.1,52,6,"Good","No"
"STU0910","231FA04910","Anish Mishra",5,"B.Tech Computer Science",68.58,5.39,8.5,95,0,"Needs Improvement","Yes"
"STU0911","231FA04911","Anjali Mishra",4,"B.Tech Information Technology",95.75,8.01,1.8,77,1,"Good","No"
"STU0912","231FA04912","Ankita Mishra",6,"B.Tech AI & Data Science",78.17,5.21,7.3,66,3,"Needs Improvement","Yes"
"STU0913","231FA04913","Arjun Mishra",8,"B.Tech Information Technology",74.08,7.76,8.2,69,3,"Average","No"
"STU0914","231FA04914","Bhavya Mishra",5,"B.Tech Computer Science",98.39,7.6,1,48,8,"Good","Yes"
"STU0915","231FA04915","Charan Mishra",6,"B.Tech Computer Science",78.31,9.33,5.7,87,8,"Good","No"
"STU0916","231FA04916","Deepika Mishra",1,"B.Tech Information Technology",58.84,8.51,5.3,57,0,"Needs Improvement","Yes"
"STU0917","231FA04917","Divya Mishra",3,"B.Tech Information Technology",72.18,9.45,6.3,50,6,"Average","Yes"
"STU0918","231FA04918","Gautham Mishra",7,"B.Tech Information Technology",89.21,5.24,2.4,70,0,"Needs Improvement","Yes"
"STU0919","231FA04919","Harini Mishra",6,"B.Tech Information Technology",55.15,9.35,5.3,97,3,"Needs Improvement","No"
"STU0920","231FA04920","Harsha Mishra",4,"B.Tech AI & Data Science",57.53,5.3,4.3,82,5,"Needs Improvement","Yes"
"STU0921","231FA04921","Hema Mishra",1,"B.Tech Computer Science",88.06,9,5.3,81,6,"Excellent","No"
"STU0922","231FA04922","Ishaan Mishra",1,"B.Tech Computer Science",55.68,6.39,2.5,73,6,"Needs Improvement","Yes"
"STU0923","231FA04923","Jahnavi Mishra",7,"B.Tech Information Technology",98.47,7.35,8.4,42,7,"Average","No"
"STU0924","231FA04924","Karthik Mishra",3,"B.Tech AI & Data Science",59.23,9.05,1.5,86,8,"Needs Improvement","Yes"
"STU0925","231FA04925","Kavitha Mishra",8,"B.Tech AI & Data Science",89.1,5.51,4.3,89,5,"Needs Improvement","No"
"STU0926","231FA04926","Keerthi Mishra",1,"B.Tech AI & Data Science",94.81,9.83,1.4,90,0,"Excellent","No"
"STU0927","231FA04927","Krishna Mishra",4,"B.Tech AI & Data Science",71.92,9.77,1.2,90,4,"Average","Yes"
"STU0928","231FA04928","Lahari Mishra",8,"B.Tech Information Technology",65.26,5.24,7.4,66,4,"Needs Improvement","Yes"
"STU0929","231FA04929","Madhuri Mishra",4,"B.Tech AI & Data Science",84.13,8.92,3.2,58,8,"Good","No"
"STU0930","231FA04930","Manasa Mishra",8,"B.Tech Information Technology",71.17,7.34,1.7,94,0,"Average","Yes"
"STU0931","231FA04931","Monika Mishra",4,"B.Tech Information Technology",68.03,9.43,3.4,74,7,"Needs Improvement","No"
"STU0932","231FA04932","Navya Mishra",3,"B.Tech AI & Data Science",97.84,9.83,4,93,2,"Excellent","No"
"STU0933","231FA04933","Neha Mishra",6,"B.Tech Information Technology",97.74,6.34,2.6,75,8,"Average","Yes"
"STU0934","231FA04934","Nikhil Mishra",1,"B.Tech Computer Science",82.14,6.47,6.8,78,0,"Average","No"
"STU0935","231FA04935","Nithin Mishra",2,"B.Tech AI & Data Science",72.51,8.51,4.5,80,0,"Average","No"
"STU0936","231FA04936","Pavani Mishra",8,"B.Tech Computer Science",69.42,7.16,3.6,47,3,"Needs Improvement","Yes"
"STU0937","231FA04937","Pranavi Mishra",7,"B.Tech Information Technology",58.28,6.78,8.1,57,8,"Needs Improvement","Yes"
"STU0938","231FA04938","Rahul Mishra",5,"B.Tech Information Technology",92.38,8.27,4.4,90,6,"Good","No"
"STU0939","231FA04939","Rohit Mishra",7,"B.Tech Information Technology",95.57,9.28,2.4,52,5,"Good","Yes"
"STU0940","231FA04940","Sai Mishra",6,"B.Tech Computer Science",90.99,6.34,3.8,39,2,"Average","Yes"
"STU0941","231FA04941","Sanjana Mishra",7,"B.Tech Computer Science",87.35,5.38,4.6,37,2,"Needs Improvement","Yes"
"STU0942","231FA04942","Sharvani Mishra",6,"B.Tech Computer Science",69.24,9.16,2.8,100,5,"Needs Improvement","Yes"
"STU0943","231FA04943","Sneha Mishra",4,"B.Tech AI & Data Science",68.38,6,1.5,46,2,"Needs Improvement","Yes"
"STU0944","231FA04944","Sowmya Mishra",3,"B.Tech AI & Data Science",87.49,5.03,6.5,62,3,"Needs Improvement","Yes"
"STU0945","231FA04945","Sreeja Mishra",5,"B.Tech Computer Science",67.19,7.08,7.7,75,7,"Needs Improvement","No"
"STU0946","231FA04946","Tejas Mishra",8,"B.Tech AI & Data Science",65.15,9,5.5,38,4,"Needs Improvement","Yes"
"STU0947","231FA04947","Varshitha Mishra",4,"B.Tech AI & Data Science",78.49,6.57,3.1,73,5,"Average","No"
"STU0948","231FA04948","Vikram Mishra",2,"B.Tech Computer Science",62.39,5.13,6.9,98,5,"Needs Improvement","Yes"
"STU0949","231FA04949","Yash Mishra",7,"B.Tech Information Technology",67.57,6.99,8.4,36,4,"Needs Improvement","Yes"
"STU0950","231FA04950","Yamini Mishra",4,"B.Tech Information Technology",72.82,7.59,5.3,39,2,"Average","Yes"
"STU0951","231FA04951","Aadhya Nair",2,"B.Tech AI & Data Science",96.42,6.47,6.2,59,8,"Average","Yes"
"STU0952","231FA04952","Aarav Nair",8,"B.Tech Information Technology",82.71,8.85,8.9,79,1,"Good","No"
"STU0953","231FA04953","Aarohi Nair",8,"B.Tech AI & Data Science",69.42,8.87,5.7,46,1,"Needs Improvement","Yes"
"STU0954","231FA04954","Abhinav Nair",5,"B.Tech AI & Data Science",56.03,8.9,6.3,98,4,"Needs Improvement","No"
"STU0955","231FA04955","Aditya Nair",6,"B.Tech Information Technology",66.43,5.81,3.4,41,5,"Needs Improvement","Yes"
"STU0956","231FA04956","Akanksha Nair",8,"B.Tech AI & Data Science",85.62,6.62,2,44,0,"Average","Yes"
"STU0957","231FA04957","Akhil Nair",1,"B.Tech Information Technology",59.31,5.02,5.2,51,1,"Needs Improvement","Yes"
"STU0958","231FA04958","Akshara Nair",3,"B.Tech Computer Science",90.31,7.01,2.5,79,7,"Average","No"
"STU0959","231FA04959","Ananya Nair",6,"B.Tech Computer Science",79.4,7.77,7.5,98,2,"Good","No"
"STU0960","231FA04960","Anish Nair",3,"B.Tech Computer Science",86.51,8.93,4.2,63,8,"Good","No"
"STU0961","231FA04961","Anjali Nair",6,"B.Tech AI & Data Science",93.41,5.97,8.9,73,1,"Needs Improvement","No"
"STU0962","231FA04962","Ankita Nair",7,"B.Tech Information Technology",78.34,8.6,4.1,99,8,"Good","No"
"STU0963","231FA04963","Arjun Nair",1,"B.Tech AI & Data Science",64.21,5.35,6.8,56,4,"Needs Improvement","Yes"
"STU0964","231FA04964","Bhavya Nair",7,"B.Tech AI & Data Science",68.64,7.64,3.7,54,8,"Needs Improvement","Yes"
"STU0965","231FA04965","Charan Nair",3,"B.Tech Information Technology",77.13,7.58,2,38,4,"Average","Yes"
"STU0966","231FA04966","Deepika Nair",7,"B.Tech Information Technology",72.66,7.19,4.8,64,2,"Average","Yes"
"STU0967","231FA04967","Divya Nair",1,"B.Tech Information Technology",56.22,9.01,6.7,97,4,"Needs Improvement","No"
"STU0968","231FA04968","Gautham Nair",7,"B.Tech Computer Science",67.12,9.81,9,80,2,"Needs Improvement","No"
"STU0969","231FA04969","Harini Nair",7,"B.Tech Information Technology",81.75,8.16,4.6,51,3,"Good","No"
"STU0970","231FA04970","Harsha Nair",3,"B.Tech AI & Data Science",76.38,5.99,7.9,82,6,"Needs Improvement","No"
"STU0971","231FA04971","Hema Nair",2,"B.Tech AI & Data Science",81.68,8.68,8.1,36,3,"Good","No"
"STU0972","231FA04972","Ishaan Nair",7,"B.Tech Computer Science",82.74,6.9,6.2,93,6,"Average","No"
"STU0973","231FA04973","Jahnavi Nair",3,"B.Tech Information Technology",60.57,8.9,4,54,6,"Needs Improvement","Yes"
"STU0974","231FA04974","Karthik Nair",4,"B.Tech Information Technology",86.1,8.77,6.8,96,2,"Good","No"
"STU0975","231FA04975","Kavitha Nair",2,"B.Tech Information Technology",62.01,7.1,3.5,85,3,"Needs Improvement","No"
"STU0976","231FA04976","Keerthi Nair",1,"B.Tech Information Technology",63.03,8.93,7.9,54,6,"Needs Improvement","Yes"
"STU0977","231FA04977","Krishna Nair",3,"B.Tech AI & Data Science",72.91,8.75,1.5,67,0,"Average","Yes"
"STU0978","231FA04978","Lahari Nair",4,"B.Tech Information Technology",98.78,6.89,8.9,44,8,"Average","No"
"STU0979","231FA04979","Madhuri Nair",4,"B.Tech AI & Data Science",66.8,4.96,7.9,56,2,"Needs Improvement","Yes"
"STU0980","231FA04980","Manasa Nair",5,"B.Tech Computer Science",71.65,6.12,6,35,2,"Average","Yes"
"STU0981","231FA04981","Monika Nair",4,"B.Tech Computer Science",96.93,7.68,3.4,76,0,"Good","No"
"STU0982","231FA04982","Navya Nair",2,"B.Tech Information Technology",88.25,5.93,4.4,46,2,"Needs Improvement","Yes"
"STU0983","231FA04983","Neha Nair",7,"B.Tech Information Technology",95.34,6.56,4.8,38,4,"Average","No"
"STU0984","231FA04984","Nikhil Nair",2,"B.Tech AI & Data Science",76.8,9,7.8,84,7,"Average","No"
"STU0985","231FA04985","Nithin Nair",1,"B.Tech AI & Data Science",63.02,9.67,4.3,56,5,"Needs Improvement","Yes"
"STU0986","231FA04986","Pavani Nair",5,"B.Tech AI & Data Science",95.71,9.12,2.5,87,0,"Excellent","No"
"STU0987","231FA04987","Pranavi Nair",1,"B.Tech Computer Science",58.87,9.52,8.2,43,7,"Needs Improvement","Yes"
"STU0988","231FA04988","Rahul Nair",8,"B.Tech Information Technology",86.57,7.93,7.6,62,2,"Good","No"
"STU0989","231FA04989","Rohit Nair",2,"B.Tech AI & Data Science",97.19,7.69,3.9,50,3,"Good","No"
"STU0990","231FA04990","Sai Nair",5,"B.Tech Computer Science",92.8,7.31,1.2,85,1,"Average","No"
"STU0991","231FA04991","Sanjana Nair",1,"B.Tech AI & Data Science",82.76,5.24,2.6,84,4,"Needs Improvement","Yes"
"STU0992","231FA04992","Sharvani Nair",3,"B.Tech AI & Data Science",58.5,9.73,8.9,40,0,"Needs Improvement","Yes"
"STU0993","231FA04993","Sneha Nair",6,"B.Tech Information Technology",87.64,8.17,6.2,49,4,"Good","No"
"STU0994","231FA04994","Sowmya Nair",1,"B.Tech AI & Data Science",58.6,6.12,5.3,80,6,"Needs Improvement","Yes"
"STU0995","231FA04995","Sreeja Nair",1,"B.Tech Computer Science",66.88,5.55,6.5,58,8,"Needs Improvement","Yes"
"STU0996","231FA04996","Tejas Nair",1,"B.Tech Computer Science",74.08,9.56,2.9,53,5,"Average","Yes"
"STU0997","231FA04997","Varshitha Nair",8,"B.Tech Computer Science",59.49,9.58,4.6,65,8,"Needs Improvement","No"
"STU0998","231FA04998","Vikram Nair",1,"B.Tech Information Technology",95.97,5,5.4,98,7,"Needs Improvement","Yes"
"STU0999","231FA04999","Yash Nair",8,"B.Tech Computer Science",68.99,5.42,4.5,67,4,"Needs Improvement","Yes"
"STU1000","231FA05001","Yamini Nair",5,"B.Tech Information Technology",58.09,9.36,7,80,4,"Needs Improvement","No"
